pulse_val, e_count, adc_val
200	1	19305686	97	27110	26710	26630	26534	26470
200	2	19505697	69	27078	26934	26838	26726	26694
200	3	19705688	68	27222	27046	26966	26902	26774
200	4	19905692	69	27142	26998	26902	26806	26710
200	5	20105695	77	27110	26950	26838	26726	26646
200	6	20305683	72	27318	27142	26998	26886	26806
200	7	20505684	67	27350	27190	27078	26998	26870
200	8	20705699	75	27142	26966	26886	26742	26694
200	9	20905701	73	27158	26982	26918	26774	26694
200	10	21105697	69	27190	27046	26934	26854	26758
200	11	21305691	69	27318	27126	27014	26918	26806
200	12	21505704	80	27110	26918	26758	26662	26582
200	13	21705700	71	27222	27014	26918	26806	26726
200	14	21905697	75	27222	27046	26934	26854	26726
200	15	22105703	68	27254	27078	26950	26886	26790
200	16	22305703	68	27350	27142	27030	26918	26822
200	17	22505708	62	27206	27094	26966	26886	26774
200	18	22705703	72	27302	27126	26966	26854	26758
200	19	22905710	67	27270	27078	26966	26854	26774
200	20	23105711	69	27206	27014	26902	26822	26710
200	21	23305716	70	27190	27014	26886	26790	26710
200	22	23505720	74	27062	26918	26806	26710	26614
200	23	23705715	78	27238	27030	26902	26806	26710
200	24	23905710	75	27318	27158	26966	26886	26790
200	25	24105710	76	27286	27110	26966	26886	26774
200	26	24305713	72	27318	27110	26982	26886	26774
200	27	24505714	70	27286	27126	27014	26886	26790
200	28	24705721	70	27286	27078	26950	26870	26774
200	29	24905727	76	27174	27046	26886	26774	26694
200	30	25105731	69	27174	27030	26870	26790	26710
200	31	25305731	70	27142	26966	26854	26774	26678
200	32	25505730	75	27110	26950	26886	26758	26662
200	33	25705736	72	27126	26950	26854	26790	26678
200	34	25905739	79	27174	26982	26854	26774	26646
200	35	26105727	69	27222	27046	26950	26838	26742
200	36	26305727	65	27334	27158	27046	26918	26838
200	37	26505735	74	27238	27062	26918	26838	26726
200	38	26705729	65	27398	27286	27126	27046	26902
200	39	26905733	66	27302	27158	27030	26950	26838
200	40	27105745	66	27158	27078	26950	26838	26758
200	41	27305732	66	27430	27270	27126	27030	26934
200	42	27505735	70	27302	27142	27014	26950	26790
200	43	27705750	73	27078	26902	26838	26742	26662
200	44	27905750	66	27190	27062	26934	26838	26758
200	45	28105757	69	27078	26918	26822	26742	26646
200	46	28305742	76	27318	27142	26982	26934	26790
200	47	28505746	70	27350	27110	26998	26918	26822
200	48	28705745	74	27270	27078	26950	26838	26726
200	49	28905748	70	27302	27158	27014	26902	26806
200	50	29105755	70	27206	27046	26950	26854	26758
200	51	29305748	71	27366	27158	27046	26934	26838
200	52	29505752	68	27270	27094	27014	26902	26822
200	53	29705760	74	27142	27014	26870	26774	26694
200	54	29905763	69	27190	27062	26934	26854	26726
200	55	30105755	72	27238	27078	26934	26854	26758
200	56	30305770	70	27094	26966	26854	26774	26678
200	57	30505762	67	27270	27078	26966	26854	26774
200	58	30705767	68	27206	27030	26934	26854	26758
200	59	30905763	71	27190	27062	26918	26838	26758
200	60	31105771	66	27238	27062	26934	26838	26806
200	61	31305767	69	27286	27094	27030	26870	26790
200	62	31505776	75	27174	26982	26902	26774	26678
200	63	31705778	74	27094	26950	26854	26758	26646
200	64	31905782	75	27062	26886	26790	26678	26598
200	65	32105789	70	27062	26902	26806	26678	26598
200	66	32305774	66	27318	27158	27030	26934	26838
200	67	32505780	74	27142	26950	26822	26742	26646
200	68	32705781	68	27142	27014	26902	26822	26726
200	69	32905791	69	27030	26902	26790	26710	26630
200	70	33105779	63	27318	27174	27046	26950	26838
200	71	33305779	74	27222	27030	26950	26822	26774
200	72	33505791	70	27142	26966	26854	26774	26678
200	73	33705787	69	27206	27014	26918	26822	26758
200	74	33905793	68	27142	27014	26918	26790	26710
200	75	34105792	68	27222	27078	26966	26886	26790
200	76	34305794	68	27094	26950	26854	26790	26678
200	77	34505791	73	27238	27062	26966	26806	26774
200	78	34705789	70	27238	27126	26966	26854	26758
200	79	34905801	81	27110	26934	26822	26710	26598
200	80	35105801	75	27254	26998	26886	26774	26678
200	81	35305791	67	27350	27174	27078	26934	26838
200	82	35505802	65	27222	27078	26966	26854	26790
200	83	35705804	70	27222	27046	26934	26854	26726
200	84	35905808	75	27158	27030	26886	26790	26678
200	85	36105816	77	27078	26886	26790	26678	26550
200	86	36305817	77	27062	26918	26806	26646	26566
200	87	36505809	63	27190	27062	26966	26902	26774
200	88	36705811	68	27174	27046	26918	26838	26758
200	89	36905801	68	27366	27206	27062	26982	26870
200	90	37105816	72	27158	26982	26918	26790	26710
200	91	37305810	68	27254	27094	26966	26918	26806
200	92	37505812	69	27270	27158	26982	26886	26806
200	93	37705814	67	27302	27142	26966	26886	26790
200	94	37905807	70	27366	27190	27062	26950	26854
200	95	38105829	77	27062	26854	26790	26662	26566
200	96	38305823	76	27206	27014	26886	26774	26678
200	97	38505821	68	27238	27078	26950	26870	26774
200	98	38705817	71	27238	27110	26982	26854	26790
200	99	38905825	60	27334	27190	27062	26966	26854
200	100	39105824	73	27238	27062	26934	26822	26742
