ADC_value[0-65535]
1	26342	0
2	15635	0
3	23381	0
4	15107	0
5	13507	0
6	14627	0
7	17748	0
8	16724	0
9	12947	0
10	9138	0
11	18724	0
12	10770	0
13	25558	0
14	6881	0
15	10930	0
16	13987	0
17	13539	0
18	14691	0
19	14147	0
20	18820	0
21	13763	0
22	16452	0
23	10034	0
24	17620	0
25	11378	0
26	12691	0
27	11698	0
28	15011	0
29	10930	0
30	9442	0
31	17044	0
32	8866	0
33	14259	0
34	16227	0
35	14627	0
36	11778	0
37	11922	0
38	14227	0
39	16211	0
40	10162	0
41	13507	0
42	7345	0
43	15683	0
44	10978	0
45	12803	0
46	10050	0
47	11026	0
48	9554	0
49	10274	0
50	13299	0
51	15411	0
52	10274	0
53	7953	0
54	10930	0
55	20164	0
56	15283	0
57	11490	0
58	13379	0
59	21157	0
60	15667	0
61	5297	0
62	16772	0
63	11746	0
64	25478	0
65	12210	0
66	5713	0
67	8946	0
68	13251	0
69	13235	0
70	11378	0
71	10706	0
72	10962	0
73	18868	0
74	8722	0
75	16452	0
76	10722	0
77	19364	0
78	4769	0
79	9810	0
80	10914	0
81	9874	0
82	9266	0
83	9218	0
84	11458	0
85	11042	0
86	12547	0
87	12883	0
88	24870	0
89	13923	0
90	6753	0
91	8177	0
92	11074	0
93	9778	0
94	14643	0
95	12995	0
96	4993	0
97	2592	0
98	18772	0
99	17684	0
100	4865	0
101	7857	0
102	14019	0
103	19652	0
104	15139	0
105	11394	0
106	9986	0
107	12515	0
108	15875	0
109	14739	0
110	7825	0
111	8177	0
112	17236	0
113	14179	0
114	20917	0
115	8354	0
116	11874	0
117	13635	0
118	6145	0
119	12691	0
120	12643	0
121	10690	0
122	3584	0
123	9986	0
124	12451	0
125	8514	0
126	16436	0
127	9426	0
128	15427	0
129	12210	0
130	11074	0
131	13059	0
132	13363	0
133	15187	0
134	13443	0
135	14979	0
136	7841	0
137	10818	0
138	9938	0
139	10178	0
140	14819	0
141	10610	0
142	10802	0
143	8946	0
144	17556	0
145	14227	0
146	14083	0
147	13331	0
148	11282	0
149	14739	0
150	12114	0
151	15795	0
152	15715	0
153	2576	0
154	5489	0
155	14995	0
156	3152	0
157	13443	0
158	19716	0
159	11218	0
160	8722	0
161	14243	0
162	9618	0
163	16644	0
164	18660	0
165	22597	0
166	6113	0
167	2624	0
168	13875	0
169	11058	0
170	14499	0
171	16147	0
172	13203	0
173	20837	0
174	18196	0
175	11874	0
176	7841	0
177	12899	0
178	11746	0
179	14531	0
180	18788	0
181	13587	0
182	22981	0
183	13891	0
184	3024	0
185	17764	0
186	12531	0
187	14339	0
188	10898	0
189	17556	0
190	17860	0
191	2640	0
192	15795	0
193	5729	0
194	11762	0
195	11346	0
196	11026	0
197	12483	0
198	13331	0
199	13187	0
200	19252	0
201	10770	0
202	17604	0
203	15411	0
204	14675	0
205	12002	0
206	22981	0
207	16740	0
208	14899	0
209	6961	0
210	6017	0
211	13667	0
212	9186	0
213	17924	0
214	14803	0
215	10882	0
216	6065	0
217	13779	0
218	17572	0
219	16900	0
220	22325	0
221	15651	0
222	10674	0
223	9618	0
224	13523	0
225	11602	0
226	16131	0
227	12114	0
228	18340	0
229	15299	0
230	15043	0
231	14403	0
232	11858	0
233	16355	0
234	12451	0
235	9282	0
236	6497	0
237	14803	0
238	8081	0
239	13091	0
240	15235	0
241	11058	0
242	10690	0
243	10546	0
244	10642	0
245	15507	0
246	14355	0
247	11490	0
248	20597	0
249	18116	0
250	15379	0
251	10418	0
252	10082	0
253	11714	0
254	16852	0
255	11746	0
256	10770	0
257	15011	0
258	18724	0
259	16067	0
260	11682	0
261	7041	0
262	14563	0
263	7649	0
264	14803	0
265	17796	0
266	6113	0
267	8978	0
268	13987	0
269	5169	0
270	5105	0
271	7633	0
272	11874	0
273	7857	0
274	9378	0
275	11746	0
276	13523	0
277	7985	0
278	13827	0
279	10962	0
280	12146	0
281	17364	0
282	15619	0
283	13379	0
284	13091	0
285	17188	0
286	13907	0
287	13859	0
288	18612	0
289	14931	0
290	18948	0
291	17300	0
292	10130	0
293	15715	0
294	16772	0
295	16179	0
296	9890	0
297	24053	0
298	20084	0
299	13475	0
300	16868	0
301	20997	0
302	17972	0
303	12098	0
304	12194	0
305	3840	0
306	16147	0
307	14195	0
308	5841	0
309	13203	0
310	17700	0
311	10498	0
312	22149	0
313	20821	0
314	12643	0
315	18532	0
316	10706	0
317	21349	0
318	9954	0
319	11026	0
320	19348	0
321	9346	0
322	4129	0
323	10514	0
324	14291	0
325	15075	0
326	15427	0
327	18276	0
328	10002	0
329	9106	0
330	8978	0
331	10818	0
332	19092	0
333	12242	0
334	12595	0
335	15203	0
336	10002	0
337	11810	0
338	12867	0
339	19636	0
340	10402	0
341	9810	0
342	18500	0
343	4593	0
344	12963	0
345	19508	0
346	16227	0
347	13395	0
348	11618	0
349	9650	0
350	15523	0
351	18772	0
352	13827	0
353	13107	0
354	16852	0
355	25910	0
356	13075	0
357	23845	0
358	15491	0
359	11218	0
360	15635	0
361	21509	0
362	9106	0
363	7809	0
364	14339	0
